id,title,defaultLanguage,caption,start,duration
3112,The Mercy Trailer #1 (2018) | Movieclips Trailers,None,give it all meaning,89.46,6.029
3114,The Mercy Trailer #1 (2018) | Movieclips Trailers,None,you,98.71,2.06
3117,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,I've never seen a man cup before it's so,9.019,7.851
3118,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,smooth,14.509,5.501
3120,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,Kirra,21.19,6.98
3121,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,boy quite different you are special,23.58,8.67
3122,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,little brother you've got hands so let's,28.17,7.01
3123,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,use of them shut,32.25,2.93
3124,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,my way like bulls push be with other,39.16,8.59
3125,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,words it's not was assumed the way you,44.39,6.349
3126,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,look at the village,47.75,2.989
3127,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,welcoming you are one of them,50.88,4.92
3129,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,I've ever wanted just alone you will,71.14,8.43
3130,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,always be my son Mowgli nothing can ever,76.39,5.44
3131,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,change that,79.57,5.95
3132,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,the jungle is changing,81.83,7.98
3133,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,man is taking more of it boy may just be,85.52,7.65
3134,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,our only hope of survival we're afraid,89.81,6.39
3135,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,of what now I do to us the pack needs,93.17,5.78
3136,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,you mummy,96.2,2.75
3137,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,my how you've grown,108.64,5.73
3138,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,I am NOT a man but neither am i wood,116.18,7.49
3139,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,which of you will follow me,120.049,3.621
3140,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,the whole jungle has been watching you,127.31,5.93
3141,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,I love failed,135.819,3.53
3142,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,you,147.35,2.06
3143,Mowgli: Legend of the Jungle Trailer #2 (2018) | Movieclips Trailers,None,you,150.9,2.059
3146,The Ballad of Buster Scruggs Trailer #2 (2018) | Movieclips Trailers,en,well folks thank you have a way I ask a,11.719,7.871
3147,The Ballad of Buster Scruggs Trailer #2 (2018) | Movieclips Trailers,en,late night here in the last you did the,16.139,5.821
3148,The Ballad of Buster Scruggs Trailer #2 (2018) | Movieclips Trailers,en,boys tell mr. Lou well let's just have,19.59,7.32
3149,The Ballad of Buster Scruggs Trailer #2 (2018) | Movieclips Trailers,en,to see you know the story there are some,21.96,10.65
3150,The Ballad of Buster Scruggs Trailer #2 (2018) | Movieclips Trailers,en,kinds of people lucky and unlucky pale,26.91,11.61
3151,The Ballad of Buster Scruggs Trailer #2 (2018) | Movieclips Trailers,en,and frail upright and sinning no dead or,32.61,9.449
3152,The Ballad of Buster Scruggs Trailer #2 (2018) | Movieclips Trailers,en,alive I'd appreciate it if you deposit,38.52,5.49
3153,The Ballad of Buster Scruggs Trailer #2 (2018) | Movieclips Trailers,en,your weapon in the receptacle by the,42.059,7.101
3154,The Ballad of Buster Scruggs Trailer #2 (2018) | Movieclips Trailers,en,swinging doors and if they're not don't,44.01,5.15
3155,The Ballad of Buster Scruggs Trailer #2 (2018) | Movieclips Trailers,en,what are you doing Israel walking,51.11,5.71
3156,The Ballad of Buster Scruggs Trailer #2 (2018) | Movieclips Trailers,en,backwards don't do that why not cuz you,53.82,7.43
3157,The Ballad of Buster Scruggs Trailer #2 (2018) | Movieclips Trailers,en,ain't no outlaw we're in four or five,56.82,8.85
3158,The Ballad of Buster Scruggs Trailer #2 (2018) | Movieclips Trailers,en,what is your business well I like to say,61.25,7.99
3159,The Ballad of Buster Scruggs Trailer #2 (2018) | Movieclips Trailers,en,that with harvesters of souls,65.67,15.149
3163,The Ballad of Buster Scruggs Trailer #2 (2018) | Movieclips Trailers,en,anything fancy,95.689,3.421
3166,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,human touch we need that touch from the,0.65,6.189
3167,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,one we love almost as much as we need,5.1,5.16
3168,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,air to breathe I never understood that,6.839,6.061
3169,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,until I couldn't have it never fades,10.26,6.42
3170,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,away this is my life was this thick,12.9,11.25
3171,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,fibrosis out of my face what would I do,16.68,8.37
3172,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,without you,24.15,4.56
3173,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,you'd add people with CF aren't supposed,25.05,5.58
3174,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,to get within six feet because we could,28.71,3.689
3175,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,end up catching each other's bacteria,30.63,3.12
3176,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,you followed me,32.399,2.791
3177,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,what the intent of introducing myself,33.75,3.84
3178,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,and well Newman you're the kind of guy,35.19,4.11
3179,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,that ignores the rules because it makes,37.59,3.899
3180,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,you feel in control am i right you're,39.3,3.54
3181,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,not wrong you think that's cute,41.489,6.781
3182,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,do you think it's cute do you know how,42.84,7.5
3183,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,lucky you are to be here nothing is,48.27,3.75
3184,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,gonna save our lives we're breathing,50.34,4.68
3185,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,borrowed air these meds are not optional,52.02,4.199
3186,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,yeah that's probably why they keep,55.02,4.62
3187,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,shoving them down my throat okay we're,56.219,5.221
3188,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,gonna do our treatments together so that,59.64,2.969
3189,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,way I know you're actually doing them,61.44,10.77
3190,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,shake on funny don't tell me the one,62.609,11.37
3191,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,time you're interested in some guy he's,72.21,4.049
3192,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,also got CF I just helped him set up his,73.979,4.291
3193,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,med cart I know you stole the organizing,76.259,5.191
3194,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,a med card is like foreplay six feet,78.27,5.099
3195,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,apart at all times both know the rules,81.45,3.93
3196,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,you catch this infection and you can,83.369,3.531
3197,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,kiss new lungs goodbye,85.38,4.579
3199,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,I don't want to hurt you this whole time,90.5,11.79
3200,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,I've been living for my treatments,100.34,4.11
3201,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,instead of doing my treatment so that I,102.29,7.02
3202,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,can live and I want to live after all,104.45,7.2
3203,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,the CF is stolen from me,109.31,4.38
3204,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,I don't mind stealing something back,111.65,4.68
3205,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,three hundred four millimeters twelve,113.69,6.41
3206,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,inches one foot,116.33,3.77
3208,Five Feet Apart Teaser Trailer #1 (2019) | Movieclips Trailers,None,five feet apart are you in,125.47,10.569
3211,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,yeah what's up I love you that's the,5.029,9.631
3212,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,first time you've ever told me that who,12.48,6.27
3213,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,did I ever tell you how much I love you,14.66,10.85
3215,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,don't tell you personally wouldn't if,25.97,11.52
3216,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,you have forgotten,30.78,6.71
3217,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,I'm no good anymore are you looking for,40.07,9.919
3218,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,someone grandpa we will see the son of,46.37,9.93
3219,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,scram have you seen her mom's mom's not,49.989,9.271
3220,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,here Wow,56.3,2.96
3221,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,don't you remember anything I know you,59.93,11.13
3222,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,don't want to hear this is hooking up,64.64,10.32
3223,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,with him dad I spoke to a doctor thought,71.06,5.55
3224,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,it might be a good idea if he came in to,74.96,5.94
3225,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,see him why well because I can't,76.61,13.49
3226,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,remember what can I do better,80.9,14.57
3227,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,step inside his world so he feels needed,90.1,11.32
3228,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,tell me again how you met grandma you,95.47,9.18
3229,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,met in Venice right how could I forget,101.42,7.19
3230,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,what if we went together,104.65,3.96
3231,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,who gave me more hair what you are doing,110.49,7.94
3232,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,for your grandfather is extraordinary,113.97,4.46
3233,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,if you're a parent,122.17,3.23
3234,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,everyone laughs bedtime,127.11,3.759
3236,Head Full of Honey Trailer #1 (2018) | Movieclips Trailers,None,when my day comes remember,130.869,5.061
3239,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,or as I can tell you only got one,0.949,5.89
3240,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,god-given right that is when a man and a,3.57,5.46
3241,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,woman come together they may create,6.839,15.93
3242,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,laughs I broke up with Chloe because god,9.03,18.839
3243,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,help me because I think it's true about,22.769,7.52
3244,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,me,27.869,2.42
3245,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,it's a choice you cannot be born gay I'm,31.98,6.7
3246,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,to your pockets do you have any numbers,37.059,2.82
3247,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,or photos we should be concerned about,38.68,3.78
3248,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,you must be a preacher's son mother and,39.879,6.091
3249,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,I we cannot see a way that you can live,42.46,4.95
3250,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,onto this roof if you're gonna,45.97,3.6
3251,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,fundamentally go against God your,47.41,4.14
3252,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,father's hand you went from a program to,49.57,3.39
3253,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,fix you,51.55,4.439
3254,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,is this a manly shape on naked if you,52.96,5.34
3255,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,can you to themes for you I don't know,55.989,3.75
3256,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,the college is really the best thing for,58.3,4.41
3257,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,you a year with us may be a much better,59.739,4.92
3258,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,use of your time,62.71,8.219
3259,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,I imagine that God and the devil are,64.659,8.28
3260,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,having a bet over me you believe in the,70.929,4.4
3261,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,devil they look like me,72.939,5.911
3262,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,just sit where is all this anger come,75.329,12.07
3263,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,because you're making me angry crazy you,78.85,9.839
3264,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,may have to walk away from everything,87.399,5.58
3265,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,everyone a mother knows when something,88.689,6.99
3266,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,isn't right you're gonna ruin that child,92.979,5.37
3267,Boy Erased Trailer #2 (2018) | Movieclips Trailers,None,what are your actual qualifications mr.,95.679,6.351
